#{"t_start": 1764660792.2446072, "env_id": "None"}
r,l,t
0.9722718,15,682.082283
0.97827977,12,682.43051
-80.67604,140,682.477494
-167.0,256,682.627426
-157.0,256,682.910327
-81.35652,151,682.960705
-25.092134,46,683.316966
-70.70434,130,683.39041
-175.0,256,683.523515
-155.0,256,683.596982
0.99215674,5,683.702702
-0.98425096,9,683.702754
-184.0,256,683.785616
0.9291293,36,683.837579
-164.0,256,684.042185
-96.53764,183,684.093428
0.9722718,15,684.348491
-209.0,256,684.484668
-1.9601432,21,684.537412
-0.99215674,5,684.537482
-124.0,256,684.617502
-11.903552,48,684.617569
0.95197165,25,685.236155
-141.0,256,685.310337
-9.778119,102,685.353992
-0.99804497,2,685.408613
-139.0,256,685.458841
-117.33657,228,685.569893
0.97827977,12,685.852518
-169.0,256,686.151123
-132.0,256,686.272223
-129.0,256,686.403593
-27.125,61,686.447255
-151.0,256,686.587069
-5.9249153,38,686.634641
-0.015749015,9,686.750654
0.9722718,15,686.830215
-14.933324,34,686.999771
-194.0,256,687.224993
-182.0,256,687.428408
-0.027728176,15,687.477251
-0.013766635,8,687.708327
-186.0,256,687.754971
-126.0,256,688.070049
-194.0,256,688.176963
-167.0,256,688.286257
-53.19232,90,688.50278
-107.54486,181,688.832738
-87.29315,235,688.96031
-89.32396,140,688.999333
-112.596214,166,689.123018
-76.0,256,689.202994
-35.829155,81,689.249295
-108.433014,209,689.359812
-0.9662266,18,689.609391
-32.76291,108,689.713474
-201.0,256,690.093406
-0.95197165,25,690.138094
-64.234535,107,690.273372
-142.0,256,690.469811
-135.52664,186,690.607898
-165.0,256,690.818942
-30.290136,128,690.891112
-21.15915,76,690.976933
-96.46967,185,691.315725
0.9581069,22,691.512363
-132.0,256,691.653575
0.9901862,6,691.827833
-149.0,256,691.898944
-165.0,256,692.012202
-34.304028,133,692.01225
0.97427857,14,692.300329
-150.0,256,692.300375
-188.0,256,692.351353
0.99608606,3,692.430279
-23.861504,67,692.631445
-148.0,256,692.862752
-71.61237,161,693.337757
-3.1339746,65,693.386308
-160.0,256,693.677334
-18.116116,57,693.751943
-49.197174,92,693.830377
-112.56596,175,693.909853
-118.44194,207,694.106547
-87.52291,187,694.106613
-1.9901862,6,694.106635
-0.99215674,5,694.265454
-23.12277,60,694.370735
-35.690334,135,694.470449
-25.868279,64,694.694783
-164.0,256,694.772656
-146.0,256,694.940912
-57.451565,180,695.051815
-0.9802742,11,695.102744
-14.951972,25,695.156352
0.9802742,11,695.35358
-159.0,256,695.560443
-85.38763,161,695.56051
-102.21651,245,695.72089
-0.9662266,18,695.720956
0.99804497,2,695.802685
-3.91643,42,695.842072
-142.60472,217,696.706259
-15.214387,99,696.911416
-155.75793,242,697.043616
-97.0,256,697.111178
0.99412334,4,697.17871
-1.984251,9,697.21425
-149.0,256,697.249734
-143.0,256,697.40411
-96.4375,176,697.683336
-16.202053,94,697.766412
-177.0,256,697.845185
-0.93332404,34,698.209816
-168.0,256,698.353638
-0.9822646,10,698.532233
-71.0,256,698.766539
-68.239655,109,698.895173
-159.0,256,699.10745
-70.239655,109,699.152143
0.98623335,8,699.383571
-145.0,256,699.664143
-93.64348,151,699.76371
-12.831509,80,699.867151
0.99608606,3,699.972546
-140.79271,246,700.165709
-137.0,256,700.217581
-57.36262,153,700.32128
-37.18032,85,700.454016
0.98623335,8,700.498072
-130.0,256,700.573154
-73.44801,179,700.792209
-25.927025,37,701.024947
-123.0,256,701.062346
-71.68179,138,701.107489
-117.21651,245,701.233485
-0.97827977,12,701.414295
-24.810093,89,701.414366
-151.0,256,701.615746
-0.98623335,8,701.688658
-84.33268,143,701.783874
-146.0,256,702.007846
-144.0,256,702.085309
-109.83464,250,702.164062
0.9722718,15,702.20748
-80.25,241,702.25535
-56.609173,162,702.36568
-137.0,256,702.406687
0.9762812,13,702.55661
-54.8149,87,702.622914
0.97827977,12,702.789187
-0.95606613,23,703.086663
-9.922801,39,703.086723
0.99608606,3,703.197196
-86.42718,173,703.337072
-159.74231,240,703.471439
-117.23386,243,703.521801
-81.0,256,703.601941
-20.897043,51,703.756215
-28.903551,48,703.867784
-72.242226,110,704.173644
-159.50787,195,704.22718
-35.133976,65,704.360626
-50.71807,125,704.410343
-77.35349,150,704.458906
-0.9822646,10,704.577483
0.9901862,6,704.631411
-41.1851,87,704.631479
-41.40379,166,704.740237
-0.9762812,13,705.06304
0.93122905,35,705.104028
0.98821175,7,705.290578
-95.32685,141,705.359994
0.99608606,3,705.408007
-1.9437293,29,705.575451
-20.133974,65,705.630486
0.99608606,3,705.715923
-130.0,256,705.768619
-49.353497,150,705.963224
-18.05627,29,706.132552
-22.797947,94,706.403896
-6.111708,55,706.540038
-189.0,256,706.897852
-122.467705,201,707.228095
-137.0,256,707.338103
-159.0,256,707.47693
-18.096449,48,707.477
-0.9722718,15,707.822842
-45.795494,95,707.873137
-66.224396,103,707.927201
-1.9882118,7,708.128742
-37.826797,82,708.273978
-145.41927,212,708.357075
-0.031754162,17,708.406406
-0.99608606,3,708.492655
-146.0,256,708.631611
-43.15683,75,708.831946
-109.0,256,708.952924
-0.9722718,15,709.266787
-88.54486,181,709.544593
-1.939581,31,709.586372
-103.0,256,709.63614
-7.927025,37,709.690501
-168.0,256,709.690547
-106.49608,194,709.741121
-32.116116,57,709.79177
-18.058342,30,709.958662
-0.98623335,8,710.006194
-0.9802742,11,710.006252
-115.0,256,710.084806
0.9901862,6,710.192307
-0.013766635,8,710.371534
-0.99215674,5,710.540731
-181.0,256,710.829165
-101.54499,204,711.083994
-1.9437293,29,711.137106
-144.0,256,711.188967
-109.0,256,711.260294
-131.0,256,711.427016
-57.56596,175,711.53705
-34.88829,55,711.615775
-171.0,256,712.047045
-153.0,256,712.128753
-46.861504,67,712.169929
-0.011788231,7,712.283934
-128.0,256,712.330845
-19.182707,86,712.511698
-0.98425096,9,712.614176
-5.980274,11,712.662174
-60.707108,129,712.715328
-33.80768,90,712.794489
0.98425096,9,712.883331
-120.0,256,713.020815
0.9822646,10,713.106257
-92.49225,191,713.311059
-0.98623335,8,713.383535
-176.24207,242,713.47348
-38.57152,210,713.512032
-20.152208,73,713.655318
-40.27113,121,713.766585
-24.907866,46,713.84931
-0.96824586,17,713.927451
-140.0,256,714.043565
-2.9375,32,714.043614
0.9722718,15,714.043625
-7.8267975,82,714.095544
-131.0,256,714.341641
-0.97427857,14,714.504012
-181.0,256,714.701073
-0.96217525,20,714.7446
0.98821175,7,714.961369
-4.91643,42,714.961437
-73.239655,109,715.186603
-146.0,256,715.744002
-128.0,256,715.963481
-158.0,256,715.963531
-68.224396,103,716.069479
-67.362625,153,716.145465
-0.9662266,18,716.334005
-49.83151,80,716.518745
-192.0,256,716.632978
-6.881671,58,716.741382
-117.0,256,716.824344
-0.9762812,13,717.0847
-136.64096,224,717.20145
-55.765465,107,717.352403
-0.98821175,7,717.431498
-112.44099,177,717.431547
-74.66144,145,717.73576
-73.0,256,717.782884
-33.353497,150,718.170665
-177.0,256,718.359499
-23.136232,66,718.432747
-101.35048,149,718.568694
-0.9802742,11,718.789741
-172.0,256,718.869943
-46.678925,139,718.869993
-0.99412334,4,719.012956
-152.0,256,719.206338
-34.8125,88,719.385035
-169.0,256,719.521436
-139.466,184,719.604546
-0.9901862,6,719.604611
-181.0,256,719.807358
-36.838524,77,719.917259
-103.375,221,720.061038
-0.98425096,9,720.351058
-106.299736,234,720.35111
-141.0,256,720.597385
-81.34748,148,720.895431
-48.845486,74,721.396588
-25.75519,111,721.748249
-57.24223,110,721.901851
-191.0,256,721.948488
-2.907865,46,722.00079
-133.0,256,722.213834
0.98821175,7,722.262374
0.9802742,11,722.345569
0.98821175,7,722.503222
-191.0,256,722.558013
-14.05214,27,722.729071
-0.027728176,15,722.779809
-70.72079,124,722.913506
-171.0,256,722.962934
-37.231987,106,723.103956
-122.0,256,723.235528
-0.96217525,20,723.287648
0.9722718,15,723.287705
-103.50392,194,723.463341
-159.0,256,723.543307
-0.98821175,7,723.709903
0.9762812,13,723.763671
0.97427857,14,723.763739
-59.231987,106,723.897789
0.903552,48,724.391791
-161.0,256,724.391861
-156.0,256,724.391881
-9.956066,23,724.456534
-164.0,256,724.561197
-18.894863,52,724.936247
-134.0,256,725.096716
-133.0,256,725.179049
-23.793036,96,725.229605
-80.51993,198,725.427208
-136.0,256,725.689769
-2.954021,24,725.732856
-150.0,256,725.784451
-27.866026,65,725.820883
-1.984251,9,726.042
-133.0,256,726.152948
-16.20943,97,726.153002
-204.0,256,726.201025
0.99215674,5,726.243292
-0.96824586,17,726.669063
-0.9662266,18,726.723264
0.98821175,7,726.922048
-104.0,256,727.018167
-93.0,256,727.543828
-0.013766635,8,727.782563
-104.0,256,727.834075
-117.0,256,727.905813
-112.0,256,728.108481
-1.9802742,11,728.191413
-40.163807,78,728.191481
-127.0,256,728.246016
-0.019725803,11,728.328392
-53.28739,127,728.483069
-8.11391,56,728.51901
-1.9822646,10,728.557006
-136.0,256,728.694503
-70.7526,112,728.776388
0.9702609,16,729.196855
-129.0,256,729.26987
-101.48007,198,729.369669
-26.899218,50,729.542165
-1.9862334,8,729.645795
-132.0,256,729.832132
-98.54844,180,730.157326
-139.0,256,730.603794
-141.0,256,730.761628
-137.0,256,731.20993
-61.780624,101,731.314616
-121.0,256,731.580421
-125.0,256,731.740314
0.9206825,40,731.815624
-146.0,256,731.919068
-25.175568,83,732.28934
-152.0,256,732.441236
-151.0,256,732.521701
-59.704338,130,732.521752
-178.0,256,732.628217
-9.064586,33,732.85958
-18.118328,58,733.149089
0.9802742,11,733.230959
-134.0,256,733.282855
-110.0,256,733.330171
-71.35349,150,733.430802
-172.0,256,733.532753
-124.0,256,733.849893
-159.0,256,733.898945
-112.55551,178,734.101105
-175.0,256,734.225315
-5.9437294,29,734.225364
-144.0,256,734.272571
0.98623335,8,734.380665
-1.964203,19,734.490083
-1.9762812,13,734.873413
-126.0,256,734.980715
-161.0,256,735.08065
-15.145326,70,735.463384
-16.092134,46,735.682067
-9.970261,16,735.962202
-129.83464,250,736.163676
-179.0,256,736.216535
-147.0,256,736.326153
0.9822646,10,736.51626
-134.0,256,736.559033
-17.1851,87,736.695149
-69.54486,181,737.030342
-0.93958104,31,737.219597
-84.0,256,737.266907
-147.0,256,737.344778
-102.45514,181,737.450235
-82.0,256,737.610308
-179.0,256,737.705275
-88.407074,167,737.912112
-0.03377345,18,737.912169
-159.0,256,738.22175
-142.0,256,738.790437
-49.304028,133,739.109189
-0.9822646,10,739.10924
-23.125,61,739.251144
-92.0,256,739.77701
-127.0,256,739.935644
-26.73951,117,740.066892
-142.0,256,740.322794
-77.625,221,740.398995
-92.0,256,740.504182
-135.0,256,740.581677
-166.0,256,740.692686
-63.77812,102,740.788447
-129.0,256,741.209923
-15.07087,36,741.261213
-130.0,256,741.343355
-168.0,256,741.476432
-0.9822646,10,741.582009
-52.27113,121,741.671346
-17.166145,79,741.671396
-40.664383,144,741.780298
-1.9742786,14,741.965428
-47.715343,126,742.201308
0.96824586,17,742.253031
-0.99608606,3,742.328187
-163.53229,201,742.411357
-160.0,256,742.411418
-104.0,256,742.462926
-3.9375,32,742.515195
-139.0,256,742.588826
-3.972272,15,742.917945
-85.5625,208,742.98595
-130.0,256,743.080034
-0.017735397,10,743.237595
-85.0,256,743.281048
0.97427857,14,743.648499
-4.9662266,18,743.800807
-14.905711,47,743.841406
-72.0,256,743.894124
-0.02172026,12,744.224845
-0.019725803,11,744.224894
-71.69316,134,744.224904
-0.98623335,8,744.450978
-100.0,256,744.682089
-155.0,256,744.816537
-56.318207,138,745.098706
-55.326855,141,745.149304
-97.0,256,745.203876
-154.0,256,745.380693
-88.384445,160,745.588847
-33.770554,105,745.639523
-150.0,256,745.740196
-0.9822646,10,745.963753
-77.25,113,746.043937
-100.0,256,746.093725
0.9478594,27,746.093772
-27.829157,81,746.755999
-0.98821175,7,746.992354
-6.1294756,63,747.129862
-133.0,256,747.339551
-94.0,256,747.452974
-100.48412,197,747.588875
